0, GPU-f063b630-b77f-61c1-1655-58f6f5e30ad7, NVIDIA A800-SXM4-80GB, 81920 MiB
1, GPU-36344031-0c3a-81e7-a864-711c3c5a6a67, NVIDIA A800-SXM4-80GB, 81920 MiB
